id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,core_kwh,mem_kwh,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
3,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1763508988000,1763508988000,1,73.6,,6442450944.0,,,0.0,0.0,0.0,0.0,0.0,400.0,
2,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,1763508993000,1763509006000,1,96.8,,6442450944.0,,,9.731447916666669e-06,1.8439236111111115e-06,0.004630148611111112,0.004630148611111112,0.0,400.0,
1,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,1763508993000,1763509005000,1,98.4,,6442450944.0,,,9.26183787878788e-06,1.666276041666667e-06,0.0043712455681818195,0.0043712455681818195,0.0,400.0,
60,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1763508996000,1763509068000,6,200.3,,38654705664.0,,,0.00011152499147727277,6.127500000000001e-05,0.06911999659090912,0.06911999659090912,0.0,400.0,
12,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1763508995000,1763509084000,6,200.0,,38654705664.0,,,0.00013765080492424245,7.574270833333336e-05,0.08535740530303032,0.08535740530303032,0.0,400.0,
45,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1763508995000,1763509107000,6,203.1,,38654705664.0,,,0.0001759084488636364,9.531666666666669e-05,0.10849004621212123,0.10849004621212123,0.0,400.0,
10,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1763508995000,1763509122000,6,201.0,,38654705664.0,,,0.0002002260632891414,0.00010580852864583334,0.1224138367739899,0.1224138367739899,0.0,400.0,
52,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1763508995000,1763509141000,6,199.6,,38654705664.0,,,0.0002285778918771043,0.00012163815104166669,0.14008641716750841,0.14008641716750841,0.0,400.0,
4,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1763509000000,1763509145000,6,201.4,,38654705664.0,,,0.0002346464429976852,0.00012839485677083333,0.14521651990740742,0.14521651990740742,0.0,400.0,
31,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,1763508996000,1763509146000,6,200.8,,38654705664.0,,,0.00023625216540404037,0.00012497070312500003,0.14448914741161614,0.14448914741161614,0.0,400.0,
